timestamp,wallet_balance,unrealized_pnl,total_portfolio_value
2025-06-29 01:00:00,3019.5463461217014,0.0,3019.5463461217014
2025-06-29 01:10:39,3019.5463461217014,0.0,3019.5463461217014
2025-06-29 01:21:26,3019.5463461217014,0.0,3019.5463461217014
