timestamp,open,high,low,close,volume
2025-06-24 21:15:00,105834.6,106049.7,105834.6,105978.2,64.57915
2025-06-24 21:30:00,105978.21,106040.5,105811.85,105922.14,77.36707
2025-06-24 21:45:00,105922.15,106119.11,105922.15,105989.05,85.89325
2025-06-24 22:00:00,105989.04,105989.04,105734.38,105881.32,80.8597
2025-06-24 22:15:00,105881.32,105973.99,105801.18,105932.73,49.75596
2025-06-24 22:30:00,105932.74,105954.91,105819.27,105926.86,37.72763
2025-06-24 22:45:00,105926.87,106025.92,105898.07,106025.39,47.00024
2025-06-24 23:00:00,106025.39,106028.0,105828.57,105864.66,62.20061
2025-06-24 23:15:00,105864.67,105864.67,105774.9,105837.89,54.34256
2025-06-24 23:30:00,105837.9,105935.1,105804.06,105907.13,53.594
2025-06-24 23:45:00,105907.14,106083.0,105868.62,106083.0,81.62849
2025-06-25 00:00:00,106083.0,106450.0,106021.88,106438.21,185.46386
2025-06-25 00:15:00,106438.2,106438.21,106090.58,106152.91,98.23363
2025-06-25 00:30:00,106152.9,106157.6,105808.03,105939.41,116.07884
2025-06-25 00:45:00,105940.0,106470.21,105934.7,106407.34,192.51708
2025-06-25 01:00:00,106407.34,106463.45,106300.0,106404.87,153.90802
2025-06-25 01:15:00,106404.87,106616.01,106041.17,106145.29,300.88143
2025-06-25 01:30:00,106145.29,106413.0,106016.0,106412.99,101.90696
2025-06-25 01:45:00,106412.99,106423.33,106256.86,106387.43,74.63773
2025-06-25 02:00:00,106387.42,106775.49,106300.0,106725.57,432.53721
2025-06-25 02:15:00,106725.56,106791.18,106540.63,106540.63,164.24342
2025-06-25 02:30:00,106540.63,106599.49,106468.87,106519.97,122.82862
2025-06-25 02:45:00,106519.97,106695.99,106421.75,106474.58,115.40938
2025-06-25 03:00:00,106474.58,106599.9,106305.34,106539.5,85.25005
2025-06-25 03:15:00,106539.49,106583.68,106444.31,106471.01,89.85705
2025-06-25 03:30:00,106471.0,106502.4,106289.6,106291.93,68.50474
2025-06-25 03:45:00,106291.93,106350.0,106216.62,106232.01,82.83648
2025-06-25 04:00:00,106232.01,106308.89,106164.38,106178.08,104.05399
2025-06-25 04:15:00,106178.07,106278.94,106167.36,106269.19,63.47093
2025-06-25 04:30:00,106269.19,106269.2,106022.38,106050.02,123.19951
2025-06-25 04:45:00,106050.01,106218.04,106001.0,106197.56,122.01263
2025-06-25 05:00:00,106197.55,106274.48,106123.04,106166.39,72.38399
2025-06-25 05:15:00,106166.4,106166.4,106037.14,106144.29,60.38661
2025-06-25 05:30:00,106144.29,106396.61,106094.6,106265.41,135.81382
2025-06-25 05:45:00,106265.42,106350.64,106213.72,106213.72,88.27026
2025-06-25 06:00:00,106213.72,106285.05,106125.05,106162.35,70.22264
2025-06-25 06:15:00,106162.35,106430.64,106152.4,106380.8,57.94006
2025-06-25 06:30:00,106380.81,106461.04,106294.31,106438.12,91.16549
