timestamp,open,high,low,close,volume
2025-06-24 21:15:00,2437.72,2443.5,2437.42,2440.71,1975.8518
2025-06-24 21:30:00,2440.71,2444.92,2437.33,2437.39,2119.4968
2025-06-24 21:45:00,2437.4,2446.31,2437.39,2445.24,2368.4832
2025-06-24 22:00:00,2445.23,2445.23,2434.02,2438.89,2781.5188
2025-06-24 22:15:00,2438.89,2441.84,2434.51,2439.7,1181.5891
2025-06-24 22:30:00,2439.71,2440.61,2435.31,2440.1,789.418
2025-06-24 22:45:00,2440.07,2442.6,2437.92,2441.61,1103.2854
2025-06-24 23:00:00,2441.61,2442.63,2430.73,2432.18,2527.7936
2025-06-24 23:15:00,2432.17,2437.0,2430.7,2436.99,1787.7242
2025-06-24 23:30:00,2437.0,2447.59,2434.3,2446.97,2727.5256
2025-06-24 23:45:00,2446.98,2449.01,2442.99,2448.45,4080.8473
2025-06-25 00:00:00,2448.46,2457.51,2443.86,2454.78,4549.5185
2025-06-25 00:15:00,2454.78,2455.69,2447.05,2449.17,1887.4225
2025-06-25 00:30:00,2449.17,2451.0,2436.62,2441.91,2730.3599
2025-06-25 00:45:00,2441.9,2462.0,2441.1,2458.51,2936.2725
2025-06-25 01:00:00,2458.51,2462.82,2454.86,2455.64,2565.5982
2025-06-25 01:15:00,2455.64,2460.9,2445.18,2449.89,2845.4386
2025-06-25 01:30:00,2449.89,2462.63,2445.77,2462.06,2023.0791
2025-06-25 01:45:00,2462.06,2465.43,2455.03,2460.92,2756.0421
2025-06-25 02:00:00,2460.92,2468.69,2455.9,2462.59,5301.8174
2025-06-25 02:15:00,2462.58,2464.33,2455.52,2455.53,2434.49
2025-06-25 02:30:00,2455.53,2458.1,2452.66,2454.56,2093.5613
2025-06-25 02:45:00,2454.57,2460.2,2450.6,2451.73,1686.7976
2025-06-25 03:00:00,2451.74,2457.36,2446.71,2455.34,1685.4354
2025-06-25 03:15:00,2455.33,2460.3,2452.17,2455.97,2025.8617
2025-06-25 03:30:00,2455.97,2458.3,2450.81,2451.38,1777.6719
2025-06-25 03:45:00,2451.39,2453.37,2443.76,2444.38,3340.3319
2025-06-25 04:00:00,2444.38,2447.49,2436.94,2439.7,4060.5624
2025-06-25 04:15:00,2439.69,2444.7,2435.79,2444.61,1988.8321
2025-06-25 04:30:00,2444.61,2444.61,2431.8,2433.5,3020.3796
2025-06-25 04:45:00,2433.5,2436.47,2428.89,2435.25,2801.2642
2025-06-25 05:00:00,2435.24,2440.1,2429.57,2432.3,2605.8215
2025-06-25 05:15:00,2432.3,2432.63,2424.21,2430.06,4334.1026
2025-06-25 05:30:00,2430.05,2436.5,2426.96,2432.3,2576.7101
2025-06-25 05:45:00,2432.3,2435.01,2429.38,2429.38,2769.7679
2025-06-25 06:00:00,2429.38,2436.5,2426.23,2436.04,3546.1081
2025-06-25 06:15:00,2436.04,2443.93,2433.59,2441.3,3577.5858
2025-06-25 06:30:00,2441.3,2443.8,2438.15,2443.39,1873.3636
