timestamp,open,high,low,close,volume
2025-06-24 21:15:00,144.58,145.0,144.52,144.84,5851.33
2025-06-24 21:30:00,144.84,145.24,144.84,145.08,12108.962
2025-06-24 21:45:00,145.08,145.69,145.08,145.42,16645.379
2025-06-24 22:00:00,145.41,145.42,144.74,145.03,11075.583
2025-06-24 22:15:00,145.04,145.22,144.4,144.81,12920.869
2025-06-24 22:30:00,144.82,144.89,144.42,144.8,10402.595
2025-06-24 22:45:00,144.8,145.08,144.66,144.99,5849.417
2025-06-24 23:00:00,144.99,145.1,144.48,144.75,6858.439
2025-06-24 23:15:00,144.76,145.13,144.67,145.1,5122.428
2025-06-24 23:30:00,145.1,145.76,145.08,145.68,24898.704
2025-06-24 23:45:00,145.69,145.96,145.61,145.92,43861.355
2025-06-25 00:00:00,145.93,146.27,145.48,146.25,26566.839
2025-06-25 00:15:00,146.25,146.31,145.63,145.75,14103.654
2025-06-25 00:30:00,145.75,145.79,145.02,145.23,14945.792
2025-06-25 00:45:00,145.24,146.4,145.14,146.12,16076.067
2025-06-25 01:00:00,146.11,146.21,145.73,145.9,12579.902
2025-06-25 01:15:00,145.89,146.1,145.07,145.33,15075.07
2025-06-25 01:30:00,145.33,146.18,145.1,146.14,11211.214
2025-06-25 01:45:00,146.13,146.2,145.73,145.8,8249.396
2025-06-25 02:00:00,145.81,146.9,145.62,146.65,56989.722
2025-06-25 02:15:00,146.65,146.81,146.19,146.2,19707.09
2025-06-25 02:30:00,146.21,146.31,145.77,145.98,15425.018
2025-06-25 02:45:00,145.99,146.41,145.84,145.9,12785.944
2025-06-25 03:00:00,145.91,146.21,145.61,146.01,12978.234
2025-06-25 03:15:00,146.0,146.35,145.76,145.96,14312.991
2025-06-25 03:30:00,145.96,146.33,145.89,145.97,12027.48
2025-06-25 03:45:00,145.97,146.09,145.51,145.52,22574.767
2025-06-25 04:00:00,145.51,145.61,145.18,145.22,17540.263
2025-06-25 04:15:00,145.21,145.59,145.17,145.54,8897.442
2025-06-25 04:30:00,145.53,145.56,144.95,145.1,18377.471
2025-06-25 04:45:00,145.1,145.56,144.88,145.39,19780.443
2025-06-25 05:00:00,145.4,145.82,145.26,145.68,9911.215
2025-06-25 05:15:00,145.67,145.68,145.13,145.37,8221.248
2025-06-25 05:30:00,145.38,145.6,145.12,145.33,8324.173
2025-06-25 05:45:00,145.33,145.79,145.29,145.4,7462.09
2025-06-25 06:00:00,145.4,145.73,145.19,145.59,13795.472
2025-06-25 06:15:00,145.59,146.32,145.49,146.16,14632.676
2025-06-25 06:30:00,146.16,146.44,145.93,146.36,22398.773
2025-06-25 06:45:00,146.36,146.4,146.06,146.31,11326.248
2025-06-25 07:00:00,146.31,146.34,146.0,146.2,12951.405
2025-06-25 07:15:00,146.2,147.49,146.19,147.34,71012.077
2025-06-25 07:30:00,147.35,147.38,146.71,147.16,31126.584
2025-06-25 07:45:00,147.16,147.45,146.88,147.01,18478.094
2025-06-25 08:00:00,147.01,147.13,146.46,146.66,16182.544
2025-06-25 08:15:00,146.66,146.9,145.94,145.94,17390.385
2025-06-25 08:30:00,145.93,145.97,145.25,145.38,16433.245
2025-06-25 08:45:00,145.37,145.87,145.03,145.84,27231.267
2025-06-25 09:00:00,145.85,146.32,145.56,146.1,25622.562
2025-06-25 09:15:00,146.09,146.81,146.09,146.59,16148.871
2025-06-25 09:30:00,146.6,146.72,145.04,145.18,36277.613
2025-06-25 09:45:00,145.17,145.62,145.17,145.5,33319.281
2025-06-25 10:00:00,145.5,145.7,145.08,145.27,26472.05
2025-06-25 10:15:00,145.27,146.25,145.2,146.17,25923.152
2025-06-25 10:30:00,146.17,146.21,145.5,145.59,15960.976
2025-06-25 10:45:00,145.59,146.0,145.5,145.89,11934.783
2025-06-25 11:00:00,145.9,145.99,145.52,145.56,19623.206
2025-06-25 11:15:00,145.56,145.93,145.17,145.8,20202.51
2025-06-25 11:30:00,145.79,146.36,145.72,146.24,22544.605
2025-06-25 11:45:00,146.24,146.39,146.02,146.26,16598.208
2025-06-25 12:00:00,146.26,146.29,145.65,145.74,19299.051
2025-06-25 12:15:00,145.75,145.96,145.48,145.57,24875.163
2025-06-25 12:30:00,145.58,146.27,145.45,145.97,26329.72
2025-06-25 12:45:00,145.96,146.46,145.82,146.44,22888.141
2025-06-25 13:00:00,146.44,146.91,146.14,146.82,22111.663
2025-06-25 13:15:00,146.82,147.54,146.8,147.48,60483.359
2025-06-25 13:30:00,147.49,147.83,146.47,147.31,55597.042
2025-06-25 13:45:00,147.32,147.95,146.69,147.37,44749.424
2025-06-25 14:00:00,147.37,147.43,146.55,146.58,35518.838
2025-06-25 14:15:00,146.58,146.58,144.75,145.33,94113.542
2025-06-25 14:30:00,145.34,145.98,145.03,145.87,51083.276
2025-06-25 14:45:00,145.87,146.55,145.42,145.65,33681.275
2025-06-25 15:00:00,145.66,145.66,144.77,145.03,44603.935
2025-06-25 15:15:00,145.03,145.06,143.76,144.03,58385.784
2025-06-25 15:30:00,144.03,144.09,143.12,143.46,97263.9
2025-06-25 15:45:00,143.46,143.95,143.38,143.69,26737.302
2025-06-25 16:00:00,143.7,144.27,143.6,143.8,31392.379
2025-06-25 16:15:00,143.79,144.27,143.66,143.96,25739.798
2025-06-25 16:30:00,143.95,144.0,142.97,143.23,24327.377
2025-06-25 16:45:00,143.22,143.52,142.82,143.43,27517.45
2025-06-25 17:00:00,143.43,143.97,143.25,143.87,13967.839
2025-06-25 17:15:00,143.88,144.57,143.79,144.05,21749.194
2025-06-25 17:30:00,144.06,144.2,143.07,143.46,19659.42
2025-06-25 17:45:00,143.45,144.01,143.33,143.88,9961.847
2025-06-25 18:00:00,143.87,143.95,143.46,143.8,33522.696
2025-06-25 18:15:00,143.81,143.87,143.35,143.43,16470.014
2025-06-25 18:30:00,143.42,143.84,143.12,143.42,22894.901
2025-06-25 18:45:00,143.42,143.66,143.16,143.3,12378.835
2025-06-25 19:00:00,143.3,144.2,143.25,144.06,20673.273
2025-06-25 19:15:00,144.07,144.53,143.87,144.35,21455.468
2025-06-25 19:30:00,144.36,144.51,143.75,144.33,21906.86
